pathway	SL1	SL2	SL3	SL4	SL5	SL6	SL7	SL8	SL9	SL10	SL11	SL12	SL13	SL14	SL15	SL16	SL17	SL18	SL19	SL20	SL21
PWY-7196	5419.1699	3312.9025	4042.5494	4023.373	5409.7585	5191.3896	5327.6299	8404.7136	6027.3889	6306.695	6787.4035	6737.436	6315.1598	7176.6638	7931.2397	8059.7971	8354.2062	8024.2129	7400.666	5806.4091	8119.2998
PWY-7197	10349.68	10443.08	10331.89	10394.23	8784.5	8295.51	9426.42	9472.93	8946.49	9377.77	9710.11	8919.8	8657.02	8918.42	10286.91	10925.475	10935.64	10939.025	10307.61	10307.19	10096.345
PWY-7199	8254.9878	8567.2235	8243.6763	8198.6439	6385.8706	5528.3541	6404.5695	8839.573	7623.917	8387.9867	8034.8857	7695.0885	7393.8559	7316.6675	9304.2368	9293.9366	9461.2475	9200.6507	8756.6423	7578.2348	9041.5842
PWY-7200	9199.794	9394.2765	9154.3401	9164.4744	7508.1494	6789.5603	7781.1827	8037.4698	7832.6134	8388.3987	8424.0666	7968.7499	7710.1964	7761.3143	9107.6835	9745.5819	9794.9381	9675.9208	9105.8109	8572.2702	9077.0092
PWY-7208	11828.2057	11934.9486	11807.8743	11879.12	10039.4286	9480.5829	10773.0514	11819.2091	10267.9954	10756.8353	11129.9595	10244.7688	9947.0062	10228.5153	12531.1658	13357.0129	13404.4047	13077.6279	12445.3851	12043.4077	12523.9409
PWY-7211	11509.7326	11394.1743	11357.0146	11417.228	9937.2563	9359.34	10625.3417	9787.1068	9650.7413	9896.7917	10267.4558	9765.5516	9352.2751	9992.0877	10262.1093	10460.031	10664.3443	10477.0488	9674.7775	8517.975	10007.6637
PWY-7219	13668.1781	13706.9472	13477.4227	13550.0366	11449.828	10757.1692	12290.2128	11282.5108	10789.7518	11279.9259	11694.7595	10754.0497	10446.6021	10718.0377	12500.5291	13191.6166	13201.9186	13188.99	12447.2839	12439.7753	12206.0115
PWY-7220	12575.5812	12627.6747	12527.2787	12609.9761	10760.111	10253.5788	11580.8803	11493.4016	10965.9456	11435.6956	11937.6535	10870.0964	10569.4688	10918.2876	12483.4171	13238.2987	13257.2471	13295.5923	12479.649	12468.3826	12213.9398
PWY-7221	11469.2289	11664.8863	11493.6923	11559.366	9720.9336	9206.4338	10426.9031	10171.387	9898.0129	10377.5277	10733.5658	9822.8646	9577.9926	9728.5254	11341.4771	12083.3583	12064.7776	12100.7401	11429.7721	11556.1993	11085.867
PWY-7222	12575.5812	12627.6747	12527.2787	12609.9761	10760.111	10253.5788	11580.8803	11493.4016	10965.9456	11435.6956	11937.6535	10870.0964	10569.4688	10918.2876	12483.4171	13238.2987	13257.2471	13295.5923	12479.649	12468.3826	12213.9398
PWY-7228	12227.5425	12378.1344	12227.2645	12301.6515	10408.4669	9892.6255	11181.8077	10934.6302	10602.2042	11087.5077	11516.6915	10506.233	10239.8295	10456.5526	12101.7604	12872.1886	12864.7473	12909.2236	12162.0247	12251.8114	11825.0685
PWY-7229	13806.2184	13836.3919	13652.4261	13733.063	11665.8688	11031.8722	12541.1486	11765.0199	11267.1678	11757.4769	12236.0639	11197.5964	10884.8901	11197.2988	12956.3231	13688.76	13703.8405	13713.6547	12910.6967	12899.3932	12650.469
PWY-7234	10312.4135	10430.828	10323.7833	10381.4742	8723.4756	8268.4418	9387.488	9475.4267	8949.4302	9381.6503	9713.715	8927.5991	8663.881	8926.3843	10286.91	10925.31	10935.64	10938.69	10307.61	10307.19	10096.18
PWY-7237	6904.0	7514.34	7037.34	6942.66	4755.34	3938.33	4911.0	2555.33	4097.67	4651.34	4863.01	3667.66	3990.33	2170.32	5754.66	6813.0	6530.11	6836.78	6657.12	7833.33	5603.67
PWY-7242	7349.5887	7379.9972	7228.4382	7088.9203	5710.6707	4660.3194	5454.0192	4130.1742	5334.2865	5914.1756	5975.1637	4818.7266	5034.129	3216.3882	6722.9222	7541.2148	7346.367	7639.5757	7428.4146	8360.8406	6474.6798
PWY-7254	274.6123	299.1247	335.1291	288.5101	315.6137	532.8613	288.3689	1269.726	1007.2103	643.2728	545.2618	596.194	261.561	1035.1087	1738.8166	191.6967	156.6817	96.5278	112.6637	71.6839	156.2968
PWY-7323	8142.5342	9255.6998	9023.5076	9140.0943	7184.8549	7101.1511	7892.5708	6643.7819	7776.1583	8072.1358	8369.7882	6510.3727	6665.988	4969.2361	8423.4236	10136.0414	9986.6747	9996.1464	9327.7137	9680.8737	8881.818
PWY-7328	651.3684	749.7434	792.3619	640.9289	2262.5488	2605.9866	1414.253	1994.2952	1750.8905	1285.8064	1050.4567	766.9707	345.6203	1335.9265	1457.4746	527.779	383.9716	491.3424	150.4895	80.4119	284.6879
PWY-7347	260.3747	247.0694	280.0747	246.4417	144.771	193.741	419.4155	596.0719	657.0012	495.7851	399.3398	326.2978	157.5251	479.748	1.0047	2.9789	0.6587	0.6584	0.1649	1.4885	0.0
PWY-7371	346.0	157.33	225.67	275.0	63.67	11.0	276.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7376	4147.5008	5082.6245	4923.1927	4958.1387	4131.2189	3913.6067	4570.4882	1074.7344	890.0893	1029.4688	844.3372	3323.8307	3052.0027	3477.5509	46.5946	20.7436	14.2542	10.6443	107.9968	29.3986	167.0922
PWY-7392	6887.6576	7816.9198	7434.6204	7585.8786	5494.6135	4839.9648	6264.8979	8211.4735	5651.8828	6171.3624	5212.2622	7216.7109	6460.2021	7744.0273	8242.0914	7691.1702	7913.3483	7214.21	7148.6439	5527.9915	7942.292
PWY-7400	10332.492	10666.5925	10464.2398	10569.4577	8731.5984	8285.094	9454.0681	7681.6371	8377.0403	8729.7631	8895.871	7907.6464	7747.3126	7671.2613	9153.3269	9792.636	9635.6023	9802.9951	9322.8452	9877.9254	8652.0446
PWY-7431	1903.7417	909.9082	1321.6781	1194.713	1461.7672	1383.799	1555.3979	1696.6942	2969.3862	2797.0698	3759.3382	3871.2328	3866.139	3798.3907	1479.6594	3490.0013	3513.3558	3446.59	2518.4733	1928.1202	2867.6572
PWY-7539	11282.2811	11606.7088	11396.961	11421.4429	9902.9709	9460.4798	10376.0446	10182.5623	9837.2057	10338.1306	10674.9161	9808.4221	9515.3745	9792.6125	11445.21	12115.8001	12086.8991	12127.8501	11457.6473	11580.3728	11128.3538
PWY-7560	10617.0825	10806.6703	10663.134	10732.0208	8994.8448	8497.281	9674.69	9584.4785	9070.0744	9496.0284	9810.6466	9186.495	8895.7055	9221.4429	10364.8739	10949.289	10963.6929	10963.799	10343.6177	10340.4898	10140.74
PWY-7616	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9537	3.9553	0.0	0.0	0.0	0.0	0.0	1.5611	0.0
PWY-7663	24465.4747	25318.6867	25007.2349	25219.929	19840.4036	17955.4901	21689.5707	18516.4948	20065.3215	20731.3915	21676.2722	19251.9198	18901.0469	18345.9364	21580.5421	22920.043	22762.9966	23270.6201	21949.5717	23100.2411	20510.0714
PWY-7664	16812.6003	16661.4929	16391.3468	16312.6128	13362.0431	12032.9187	13915.3709	10423.1596	13805.8583	13962.3132	15217.4371	13539.1847	13602.8921	12672.323	14229.5775	15233.6953	14969.8265	15730.4184	14599.7514	16030.8889	12959.6754
PWY-841	12048.6148	12149.0375	12005.4169	12077.5814	10228.5167	9674.6579	10981.8526	10803.5818	10362.0524	10830.634	11231.0067	10309.3409	10014.3353	10333.9779	11793.7188	12515.15	12521.0725	12539.175	11805.9338	11832.39	11539.1207
PWY0-1061	211.4532	289.0805	336.1455	244.8194	1584.4003	1771.5861	894.2349	1373.4314	1231.1831	755.2362	582.3707	621.86	269.7403	1044.2786	1828.1065	192.7975	165.5192	113.3188	125.5276	76.3207	210.0095
PWY0-1241	1530.8129	2062.5545	2176.12	2280.8673	2421.0174	2838.3668	2769.6162	3147.5479	3164.3339	2737.9658	2720.6073	1792.7453	1445.0356	2379.1323	1699.8681	1397.515	1573.6828	1636.8234	1371.0218	995.5284	1438.5809
PWY0-1261	730.1803	980.9535	1052.7445	749.2192	4296.5977	4510.3137	2684.0561	8062.9316	8237.8893	8917.0414	8177.6197	9544.8595	9167.7633	9468.4876	9791.2284	10294.384	10371.5774	10053.0567	9719.5353	8367.5035	9643.2324
PWY0-1296	8078.6686	8673.4259	8232.072	8154.353	5473.0809	4521.2769	5709.801	4576.0211	6070.5991	7031.547	7104.185	6937.2167	7010.0512	5705.8781	8902.8664	11963.8008	11594.4387	11406.0218	10907.95	11793.4044	10117.3216
PWY0-1297	7662.839	8208.4866	7758.0359	7681.3431	5304.7339	4376.3701	5488.2582	4168.9135	5425.1485	6263.7895	6274.1133	6336.1056	6336.2166	5328.4086	7820.915	9526.7528	9229.2892	9315.242	9051.9694	10004.2023	8146.2011
PWY0-1298	17.7493	17.7511	29.654	17.2009	16.0696	29.5995	20.2284	3874.8206	2243.4451	2795.5771	1907.4242	2417.1944	1732.8136	2897.3355	4868.7003	4880.4433	5108.4222	4319.6939	4417.6032	2877.2434	5303.0601
PWY0-1319	15979.7061	16389.1773	16224.9423	16285.3323	13024.7911	12024.4292	14018.0095	13654.0162	15218.9718	16249.4184	17006.5952	14945.2951	15036.6302	13685.0427	17855.1137	20255.2018	19950.7871	20273.4112	19093.6393	20219.3336	17797.3914
PWY0-1415	3181.249	3804.2058	3847.1499	3904.6062	2418.4529	1443.6445	2763.3076	1361.4985	1831.7974	1618.1445	1410.5478	2196.9543	1966.813	1562.9256	878.8902	3769.2904	3754.8801	2932.6784	2340.8831	1293.7744	3208.075
PWY0-1479	0.0	0.0	0.0	0.0	0.0	0.0	0.0	334.0526	63.5874	23.9488	31.9559	0.0	27.8883	55.7406	43.8635	0.0	8.0346	3.9588	0.0	0.0	15.9356
PWY0-1533	11797.4306	12161.9803	11662.6253	11713.0651	9324.2165	8451.1217	10253.3857	3029.8453	2788.5945	2657.2768	2308.561	6269.5999	5546.1474	7003.3299	2675.3344	870.2244	930.0171	865.2848	1046.0359	844.6242	1213.2611
PWY0-1586	363.7146	336.3338	363.3104	299.622	1173.3668	1469.1782	679.1612	7558.4206	3041.3013	3800.5102	2591.0167	2723.9246	1913.7018	3780.0616	5699.5806	5339.1177	5674.0965	4703.9644	4839.1963	3026.8115	6223.5286
PWY0-162	12412.9503	12527.2282	12394.1069	12469.246	10513.3239	9927.5476	11296.8573	11369.1331	10749.5244	11267.2785	11664.3299	10727.7465	10413.8367	10718.608	12343.5662	13110.402	13122.6976	13126.5303	12368.9656	12368.5268	12114.8507
PWY0-166	10139.8937	9929.0541	9930.5136	9981.1507	8800.2001	8237.2235	9395.6686	8118.7286	8190.02	8287.7612	8663.9844	8370.2068	7993.3462	8635.4975	8251.763	8431.8978	8647.3561	8440.963	7698.5171	6481.3211	8106.971
PWY0-42	587.5841	300.0622	418.2234	478.2942	900.7245	971.1735	566.7662	528.6242	471.8739	302.6401	230.2406	238.8953	95.2239	409.4095	479.4669	53.025	44.2046	35.8398	46.5103	25.6184	94.3665
PWY0-781	9407.0841	9588.6892	9588.4341	9612.8841	8020.894	7405.0323	8383.2055	6012.5978	7683.0118	7725.1234	8677.0067	7790.4301	7738.0562	7471.8998	7145.7958	9101.9384	9093.0549	9168.7581	7841.9176	7159.2719	7880.4222
PWY0-845	1107.9349	1465.4529	1623.4958	1290.994	3950.3313	4019.7451	3290.5411	1476.1091	2316.151	1803.5211	1822.359	2282.078	1089.2011	2584.1652	1581.0541	2011.365	2137.4879	2566.6819	1751.6259	1504.3079	1561.4797
PWY0-862	15705.8408	15454.1443	15218.6744	15123.1055	12450.4877	11194.975	12907.1432	9475.412	12811.7196	12918.4003	14190.826	12669.0726	12754.9756	11849.0506	13136.3893	14112.1839	13851.4033	14605.9793	13511.462	14900.8944	11931.322
PWY4FS-7	12018.2012	11838.2694	11364.3921	11374.7922	9570.5474	9090.8307	9958.8956	7169.5784	9738.4334	10360.7557	11334.1526	10640.9304	10631.0448	9981.0995	11438.5853	14522.0819	14320.8465	14305.1467	13140.6864	13536.2658	12595.1787
PWY4FS-8	12018.2012	11838.2694	11364.3921	11374.7922	9570.5474	9090.8307	9958.8956	7169.5784	9738.4334	10360.7557	11334.1526	10640.9304	10631.0448	9981.0995	11438.5853	14522.0819	14320.8465	14305.1467	13140.6864	13536.2658	12595.1787
PWYG-321	17513.384	17360.1142	17074.7813	16991.7768	13907.4074	12529.0945	14482.9622	10779.3804	14355.0233	14527.1132	15867.3787	14078.0329	14165.9606	13129.7462	14833.541	15950.1601	15663.776	16469.9949	15272.9019	16798.6407	13536.8284
PYRIDNUCSAL-PWY	8564.5558	8744.4775	8390.4383	8349.0942	6704.592	6134.9571	6933.464	4559.2738	6272.8283	6925.6366	7359.5932	6876.6649	6898.2525	6312.7807	7953.116	9301.7572	9159.9063	9383.0587	8785.5777	9364.8676	8006.0168
PYRIDNUCSYN-PWY	5912.3101	5832.36	6162.6227	6352.0773	5908.6697	5721.091	6547.7295	8113.7415	6316.2228	6262.175	6252.8791	6626.1833	6047.5644	7354.2055	5791.0976	5323.2588	5628.4212	5330.9335	4825.5996	3520.8879	5603.6779
PYRIDOXSYN-PWY	549.413	762.8133	850.8678	643.7164	3395.0147	3595.4426	2178.2684	2326.2103	2170.4424	1504.0652	1165.4786	1590.1297	569.4003	2064.9768	3628.04	6607.755	6553.3516	5621.2676	4837.3638	3123.1022	5899.5009
REDCITCYC	6141.1931	7575.6612	7655.8446	8158.2052	6750.752	7181.3169	8362.8945	11172.3591	5576.9222	6656.2276	4806.1306	5881.9218	4361.8448	7138.7933	10148.0279	9669.4635	10057.6302	8961.4456	8966.4142	6403.5005	10245.9767
RHAMCAT-PWY	555.7524	290.0017	401.6876	475.8698	116.5105	21.6399	386.8669	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RIBOSYN2-PWY	11269.431	11298.1913	11137.5905	11191.1861	9507.792	8969.5044	10176.4566	9700.1564	9273.4315	9690.491	10058.2878	9287.5593	9031.6846	9250.9865	10625.0609	11173.9693	11188.5167	11208.1582	10566.5782	10565.6317	10342.6435
RUMP-PWY	2914.7854	3430.3435	3475.588	3509.6097	2144.6822	1483.2853	2407.7907	1385.5247	931.4989	815.4834	723.3786	480.1005	247.3078	411.7838	181.8098	77.5533	121.8625	101.2367	31.9282	21.9545	46.8157
SALVADEHYPOX-PWY	12708.4627	13692.5229	13122.3415	13003.8722	9104.9708	7906.2745	9076.8185	10905.6661	12481.7339	14299.4758	14240.3532	12697.6126	12928.7662	10372.7307	17391.2024	20848.2457	20351.2111	20438.212	19809.8143	21456.4426	18121.2618
SER-GLYSYN-PWY	13719.4932	14440.1501	14275.6745	14363.9624	11338.325	10850.9836	12367.8883	12436.8821	13200.2107	14007.1655	14464.7268	13487.6405	13428.7348	12424.7584	15147.1579	15181.9077	15302.7097	15452.914	14726.0733	14630.7762	14353.676
SO4ASSIM-PWY	10246.996	10959.4838	10670.6211	10779.6078	9037.0546	8687.7329	9637.212	9059.9732	9810.6438	10083.5303	9815.0041	8824.5509	8535.9156	8652.8616	8983.9426	9724.8845	9609.3899	9941.9181	9236.2128	9815.2844	8455.3396
SUCSYN-PWY	571.548	576.1741	638.5062	548.2091	441.6774	581.1407	995.0269	1406.3591	1426.6588	1080.4934	879.1151	695.9799	331.1263	1071.3378	3.3459	9.7209	2.1829	2.1782	0.549	4.8486	0.0
SULFATE-CYS-PWY	11806.0763	12369.0911	12161.1643	12283.1793	10319.8161	9920.4702	11107.5715	10428.6786	10789.2336	11167.9098	11221.2276	10249.9113	9964.238	10028.1682	10855.1379	11551.9014	11488.7762	11743.7096	10993.8933	11383.5384	10335.6707
TCA	14138.4075	14606.9634	14262.9031	14347.3646	12067.35	11316.1915	12872.9935	11961.525	11489.7486	11933.77	12236.7122	11785.7372	11385.3593	11683.5287	12789.6704	13236.5578	13271.609	13257.3196	12567.5957	12541.2871	12360.0179
TCA-GLYOX-BYPASS	8247.6294	7408.2838	7795.9767	7840.4418	7675.9751	6835.9415	7855.5299	5852.0048	7405.2353	6925.8537	7931.9261	6452.0506	6331.3986	6832.1763	4502.4531	4277.8253	4461.4501	5194.7736	3793.4584	3657.3159	3536.6301
THISYN-PWY	723.4503	929.3322	989.3537	748.4125	3582.3716	3911.7981	2504.0141	2074.7966	1992.0559	1515.998	1182.9583	283.8423	220.7765	395.4101	257.44	37.6451	32.7796	92.3668	63.0641	37.519	241.6397
THRESYN-PWY	10968.1609	10926.1079	10881.1829	10935.3686	9323.4086	8830.5776	9959.62	10896.3105	9936.3328	10453.9299	10796.5809	10079.859	9718.1391	10044.8994	11899.8608	13245.7103	13264.034	13014.8696	12192.0658	11820.19	12245.5646
TRNA-CHARGING-PWY	4186.879	2933.9318	3342.6214	3511.1446	4833.5734	4733.2875	4600.2401	9281.7025	6642.3015	7163.3813	6039.9106	6196.1512	4988.222	7141.764	9116.5006	9174.0719	9389.9058	8737.8232	8522.3023	6817.8112	9148.8869
TRPSYN-PWY	11438.0386	11506.1571	11385.1893	11455.6609	9701.8751	9183.605	10418.8616	10495.9186	9896.6161	10381.9941	10756.6257	9861.9441	9571.1613	9873.8012	11426.0421	12137.9344	12148.1073	12152.3427	11452.1725	11452.0425	11217.276
TYRFUMCAT-PWY	7504.2782	7670.8162	7256.7425	7115.4476	5423.724	4767.3733	5446.7301	4472.5926	5720.7006	6557.0593	6801.6794	6406.096	6430.8337	5918.4711	7685.7453	8803.5603	8618.0489	8834.7443	8497.9531	9204.612	7696.8752
UBISYN-PWY	8525.6052	8270.7967	8714.5257	8791.5835	8124.6856	8164.7312	8868.0719	5931.4405	7865.3469	7392.0346	8569.9451	7348.8661	7378.4276	7697.5948	5473.5834	5289.1936	5461.467	6286.7856	4716.665	4517.8691	4288.7197
UDPNAGSYN-PWY	10418.1185	10475.0031	10377.6482	10449.4816	8798.4515	8299.28	9482.0286	6228.3357	8295.3244	8476.2162	9201.9704	8222.128	8251.6654	7873.4852	8170.4044	9040.265	8875.812	9352.1199	8626.9614	9414.161	7691.6405
VALSYN-PWY	24613.0817	26129.455	25433.4917	25467.7734	19386.5364	17265.1034	20873.6951	17169.6371	18453.6053	19709.0859	20330.881	18833.3321	18530.0969	17558.9976	21780.0471	23707.4695	23366.2508	23792.9436	22578.4694	24061.245	20971.5264
