pathway	SL1	SL2	SL3	SL4	SL5	SL6	SL7	SL8	SL9	SL10	SL11	SL12	SL13	SL14	SL15	SL16	SL17	SL18	SL19	SL20	SL21
P23-PWY	460.1347	531.6378	624.7573	517.7514	873.8697	2004.4803	1661.6706	846.2141	769.6601	426.4254	337.9943	2025.6084	934.5183	2348.6994	3038.3143	5961.7574	5971.5811	4841.6505	4262.09	2508.7149	5627.8066
P261-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.9417	1.3384	2.6523	0.0	115.7621	20.4451	29.6955	397.4985	204.936	250.267	204.1374	237.7041	105.9106	217.3905
P4-PWY	10343.2537	10321.7995	10323.6708	10351.0517	8942.6965	8464.0802	9562.5558	6626.9671	8141.6987	8253.4763	9129.1835	8789.7508	8894.5666	8639.0426	8119.1438	9852.0575	9861.3741	10070.1622	8918.1314	8235.2584	8878.0083
P42-PWY	5805.9221	7109.6662	7191.3405	7637.2055	6134.1469	6405.0099	7589.6406	6850.3421	5094.5806	6058.6144	4498.6308	5485.7303	4181.879	6510.0203	9157.3391	9046.0604	9295.9589	8398.5591	8610.9555	6316.1563	9442.2527
P441-PWY	390.9268	396.2003	473.3595	413.7006	337.4554	98.4952	976.5279	0.0	0.0	4.8568	0.0	1755.0599	1240.5132	2052.4937	2.4023	0.0	0.0	13.8839	2239.6517	1962.8357	2527.3111
P461-PWY	103.615	134.0279	143.2611	116.8517	237.5655	607.0686	499.4128	0.0	0.0	1.3399	0.0	880.4573	508.7026	1096.457	0.66	0.0	0.0	3.9994	1171.3737	1005.4235	1346.5234
P562-PWY	6955.6141	7581.0773	7108.6181	7000.8424	4872.4556	4228.8859	5153.6768	2554.4966	4097.67	4652.0099	4863.01	4179.1601	4694.4415	2814.8861	5754.99	6813.0	6530.11	6837.9461	7222.7105	8366.6695	6242.4326
P621-PWY	0.0	0.0	3.1188	1.3198	0.8799	5.3139	1.3197	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PANTO-PWY	9355.5086	9182.7563	9048.2931	9082.1728	8063.1085	7958.6668	8607.2971	9289.4996	8840.482	9304.8181	9635.8304	8953.4695	8815.074	9047.9833	10241.1738	10907.3001	10904.8612	10914.1661	10455.217	10460.4854	10277.1322
PANTOSYN-PWY	9215.7693	9371.5097	9142.0102	9132.9049	7811.0237	7325.1709	8068.2119	7902.1888	7067.2244	7620.1234	7883.9856	7454.4001	7418.1499	7163.8049	8885.5643	9596.7932	9480.2652	9613.1111	9354.4024	9817.8864	8778.1539
PENTOSE-P-PWY	7303.3749	7861.1996	7905.2495	7887.2034	5790.4246	5508.0779	6344.8441	4814.8934	6847.7382	7477.0657	7933.4319	7865.711	8461.6656	7086.7941	8278.7169	10456.7176	10243.4735	10406.9607	10491.8301	11258.1959	9681.378
PEPTIDOGLYCANSYN-PWY	10434.7438	10533.8063	10426.6694	10478.0868	8945.7295	8645.4864	9718.5214	9568.8404	9083.1535	9529.1549	9832.6882	9609.1166	9600.069	9893.5539	10304.0632	10955.7684	10963.0731	10974.0925	10969.8469	10960.5413	10887.653
PHOSLIPSYN-PWY	13345.6844	13306.0161	12904.0632	12927.0441	10808.3258	10228.313	11515.8622	11251.2604	10986.0277	11653.2787	12553.0958	12156.6999	12298.028	11767.761	12832.6695	15535.9623	15327.3759	15365.5691	14775.5087	15200.3761	14288.3369
POLYAMINSYN3-PWY	2037.4903	1980.75	2254.9528	2350.6733	2309.1191	2482.1296	2842.7113	562.9166	898.5033	748.6257	639.2626	1121.9554	1076.5014	1071.139	1067.156	240.1697	250.8543	211.4958	448.8312	403.8109	561.3725
POLYAMSYN-PWY	2228.6424	3661.4954	3279.0613	3476.1027	2752.8466	3446.6919	3517.0732	594.8838	928.7089	773.4583	647.5283	1161.879	1112.2849	1104.106	1164.2759	243.4077	254.3073	213.4151	463.6988	417.5256	585.9927
POLYISOPRENSYN-PWY	11347.5791	11837.8707	11599.0975	11683.0696	9638.6872	9217.3635	10520.0519	9766.6936	9333.799	9752.6883	10027.238	10326.1933	10132.1148	10646.2531	10601.7294	11062.3217	11073.2708	11077.6588	10911.052	10881.5746	10824.1967
PPGPPMET-PWY	10317.037	10148.3228	9975.0822	9914.4371	8262.4343	7676.2327	8755.0427	5717.3437	7851.2232	8353.4453	9297.2496	9455.4599	9599.8095	9102.6773	9319.6364	11250.5469	11117.4577	11241.6283	10913.1738	11333.4799	10379.2301
PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY	9447.9582	10167.824	9505.9809	9387.7226	6543.0759	5413.3518	6786.0454	3298.7193	5162.8769	5791.02	5961.4393	5377.9622	5664.2464	3703.7592	6986.1439	7921.3626	7604.3397	7945.3974	7749.4199	9065.671	6567.4312
PRPP-PWY	943.4022	1117.4367	1232.2942	1047.4883	1774.5288	3595.9523	3217.9608	2860.0089	4424.6176	4254.6718	3808.7202	6996.9139	7378.5373	7294.8347	5.6066	0.0	7.4712	35.6646	4737.917	4660.6791	5310.4292
PWY-1269	10278.35	10367.08	10271.81	10329.56	8691.5	8218.18	9333.5875	9124.9373	8536.8916	8883.4627	9313.7034	8988.1573	8765.3812	8991.6135	9954.91	9222.805	9273.7225	9645.7775	9266.94	9654.86	8649.015
PWY-1541	872.3314	792.9384	752.2731	718.2518	1237.9202	1044.1986	959.0458	1699.8829	1726.0065	1497.8712	1377.1109	848.8573	980.8535	992.2142	1213.3774	373.8194	456.0302	405.7201	243.7394	185.2207	282.6118
PWY-1622	0.0	0.0	9.9877	0.0	0.0	0.0	6.6941	882.1391	972.6874	1466.7823	1114.4479	4587.2444	3605.0247	5368.3051	955.3463	2984.6946	3039.0494	2902.4384	2559.3332	1667.0858	3071.2168
PWY-181	716.7574	905.9727	1007.373	802.1311	3149.2579	3438.6218	2070.3462	2138.9752	2117.4908	1554.6293	1251.9063	1177.3354	559.8774	1897.88	2179.9641	279.5792	226.5443	180.6914	292.8431	202.4819	596.7346
PWY-1861	4061.9714	4870.2285	4928.2375	4992.3065	3058.6465	2131.1394	3544.486	2078.4835	1252.9026	1093.7879	963.2379	646.934	331.3261	562.6666	242.9404	103.371	162.4417	134.9117	42.5791	29.272	62.464
PWY-2942	11963.7923	11977.9874	11916.0227	11937.2598	10323.5605	10034.0995	11170.3041	11161.947	10580.897	11117.2456	11493.3934	11506.3248	11544.5592	11835.1102	12182.9713	13239.1269	13242.5012	13179.8868	13294.377	13128.124	13291.6167
PWY-3001	13501.3843	13504.5211	13454.323	13480.61	11418.5591	11019.6566	12405.0441	12364.0434	11803.5834	12408.4847	12944.2056	12845.9404	12848.0042	13004.1642	13927.4868	15381.4759	15370.6603	15268.5485	15167.6887	14983.653	15136.0637
PWY-3661	423.9446	272.1423	264.6669	262.6118	743.779	982.5904	915.329	7009.2118	3679.035	4253.8099	2993.5365	5014.5838	4813.1215	5549.6681	6282.9744	5845.3936	6205.0092	5132.3032	6410.6004	4469.4299	7812.7398
PWY-3781	31992.0128	32420.6089	32125.7829	32319.1384	26872.1566	25393.4462	29143.8169	27471.7229	27387.9344	28806.7117	30002.4249	28283.7596	27991.4494	28288.3467	31389.0938	34222.1816	34139.8089	34242.0643	33094.0356	33471.2407	32336.2044
PWY-4984	8439.2679	8972.3412	8595.0505	8575.8104	6472.9307	5740.3587	6846.2601	4267.0211	5886.8262	6479.4067	6644.4643	6605.3631	6751.32	5952.9738	7145.474	8094.2648	7860.6367	8123.5882	8107.4815	9031.2574	7215.7949
PWY-5022	0.0	0.0	23.7192	13.7601	12.8625	23.7199	16.1948	297.047	252.0217	126.6011	112.2913	128.1732	80.5491	192.4164	0.0	0.0	197.8157	221.5449	75.8583	45.6732	0.0
PWY-5028	3534.0016	2887.1169	3126.3066	3131.1346	3243.5777	2789.2828	3244.6527	1136.7821	1418.0472	1263.6282	1127.897	2527.5599	2201.4556	3184.8923	1565.2869	457.269	518.9325	451.4604	685.55	551.923	800.5047
PWY-5097	11682.848	11706.9224	11635.4176	11667.1734	10031.6371	9667.0895	10817.878	10884.6992	10311.7788	10830.0051	11199.5614	10916.0939	10833.145	11115.0502	11870.2846	12850.3398	12855.1054	12804.3044	12635.9243	12510.2943	12554.8114
PWY-5100	2755.238	3003.8611	3102.4563	3176.4673	1911.4493	1477.3842	2577.5007	456.7023	283.9957	206.9237	207.6895	1289.023	1546.5253	1568.1616	1037.1161	2567.8426	2507.4832	1959.1086	2551.3166	1929.5697	3169.3354
PWY-5101	24468.4812	25864.3172	25306.0561	25346.2975	19681.278	18055.5264	21484.2768	17746.6139	18636.2216	19780.1739	20378.6987	20275.3221	20436.9483	19705.6786	21555.3571	23322.182	23069.781	23403.6516	23528.7646	24614.6541	22462.3257
PWY-5103	17673.326	17484.2731	17535.4832	17475.7426	14497.4422	13841.6065	15832.4321	13909.7774	14651.8934	15264.4528	16569.6428	16171.3986	16375.0611	16097.162	16444.8329	17800.8975	17762.5166	18175.8362	17762.835	18078.6964	17169.6646
PWY-5104	13676.8889	15478.4732	14804.5796	14812.1816	11495.1637	10814.4226	12224.3656	7704.4132	10358.4193	10791.6381	10993.9507	9841.0425	10062.9541	8676.8608	11275.183	12434.3528	12048.5502	12493.6068	12171.5226	13871.0586	10599.0336
PWY-5121	9943.1362	10393.1936	10097.785	10109.3124	7988.9219	7383.1984	8587.1139	9014.0294	7929.8506	8638.9635	8679.9388	8825.9745	8596.0438	8921.4404	10159.0453	10727.6448	10726.6891	10649.8808	10390.7677	10388.659	10258.9085
PWY-5154	11568.1405	11993.1388	11758.9694	11851.7197	9806.2751	9580.4817	10809.1668	8406.3857	9148.2461	9592.6988	9826.3192	9553.3544	9757.1635	9537.9517	10267.9446	11008.4697	10835.9075	11027.4923	11454.8951	12006.8802	10952.4425
PWY-5180	13.4965	13.6006	25.0425	14.3578	13.3981	28.4283	17.2405	205.6068	168.1225	86.5737	71.2699	116.3957	67.9387	179.2383	422.8625	42.1433	35.9596	23.0775	22.8968	20.4781	25.3273
PWY-5182	13.4965	13.6006	25.0425	14.3578	13.3981	28.4283	17.2405	205.6068	168.1225	86.5737	71.2699	116.3957	67.9387	179.2383	422.8625	42.1433	35.9596	23.0775	22.8968	20.4781	25.3273
PWY-5188	3372.7306	4239.533	4355.2736	4626.1647	4539.4813	5029.5419	5191.2972	8158.0461	4598.4641	4901.8177	3708.1061	4455.5276	3626.2054	5080.6455	6663.8738	5900.7524	6220.1464	5280.5433	5394.0574	3460.0468	6634.3295
PWY-5189	10779.1981	11055.9367	10887.6228	10971.8529	8994.8705	8452.8855	9787.7198	10292.8532	9217.8302	9719.6934	9929.0572	9394.8636	9106.8056	9441.4559	10886.1697	11218.3518	11282.0199	11235.0189	10673.9008	10529.4805	10562.1611
PWY-5304	7.11	7.11	11.89	6.89	6.44	11.89	8.11	127.0	120.56	61.78	50.56	60.67	41.33	90.56	319.11	31.11	26.33	15.67	11.56	10.33	10.78
PWY-5345	8187.5871	7829.2379	8179.0069	8371.5857	8060.2203	8263.5911	8905.3979	10075.2793	8851.1305	8980.5282	9061.8395	8993.6782	8812.0055	9644.8238	9334.9927	9221.9876	9455.6096	9153.7417	9243.5773	8046.9805	9823.2731
PWY-5347	10871.6778	10568.0152	10481.4783	10435.07	8792.6453	8063.015	9278.0286	6038.402	7639.554	8381.2258	8806.2694	8974.251	9025.2075	8525.4349	9772.4603	11330.9122	11095.6521	11263.4351	11101.4116	11858.8515	10194.3136
PWY-5384	1953.6183	3102.5797	2558.1251	2514.8227	3213.281	4081.5624	2974.5532	1549.7569	1395.3621	980.0667	792.3757	1658.9069	1882.3281	2402.236	2157.8312	420.9844	424.9193	370.7727	1747.2909	1665.9122	2126.9109
PWY-5415	11.4411	11.5008	19.717	11.4569	10.7814	20.8173	13.7138	173.657	154.1403	79.4945	65.0235	97.9851	54.485	148.1992	395.9241	39.352	33.2983	20.8764	19.1423	17.1153	20.4217
PWY-5419	9.476	9.4762	16.1733	9.3246	8.6773	16.3837	10.9482	221.0906	217.8402	116.2645	95.3515	131.7484	63.2066	167.0791	419.5615	41.4285	35.5471	21.0713	15.454	14.0528	14.9114
PWY-5420	9.745	9.7759	16.8019	9.7214	9.1005	17.503	11.5438	180.1918	165.7945	86.5492	70.8191	104.7799	56.4497	150.5887	371.1463	36.5829	31.1692	19.0886	16.1515	14.5879	16.2652
PWY-5430	8.77	8.7875	14.9492	8.6544	8.097	15.3317	10.2428	160.078	149.0206	77.2569	63.2196	86.0181	46.1931	125.4823	353.8366	34.749	29.5404	17.916	14.4318	12.9825	14.1111
PWY-5484	7341.9232	6895.3428	7262.8918	7296.5468	6701.2039	6362.5127	7292.6336	6379.9282	7437.2398	7303.1599	7657.4702	7808.211	8035.1419	8008.4349	3729.4778	4899.0646	4867.0531	5061.0795	5169.2189	5014.7818	5232.3447
PWY-5505	2829.7908	4334.1592	3534.0435	3533.1439	3494.9618	4410.1112	3655.4801	4832.7499	5184.2742	5870.6	4697.285	7261.0066	6925.5947	7106.585	7481.2988	4130.7314	4646.1619	4142.332	6192.8683	4958.1214	7281.1385
PWY-5509	2797.7024	3453.7659	3452.7166	3603.4817	3009.4175	3817.3987	3933.6004	845.9423	645.1231	767.0537	610.4132	3644.0203	3685.1056	4325.6512	163.5473	65.0759	110.676	91.0887	1497.4467	1403.3136	1694.1276
PWY-5529	1611.7368	894.0278	1207.2854	1421.5322	378.7361	69.993	1331.8354	12.9318	4.3488	8.6202	0.0	347.0176	68.5676	91.9821	323.4372	143.1152	234.9021	200.8456	71.2213	39.8951	97.04
PWY-5531	2773.4824	3551.4803	3471.1072	3537.7911	2121.7324	1381.6417	2474.7074	1182.7838	1508.6047	1469.5158	1226.2223	3825.8701	3412.6429	4383.6254	664.6827	734.9553	739.4647	715.2404	714.7929	574.859	897.5285
PWY-5647	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.1241	0.0	0.0	0.0	13.7299	0.0	1.6546	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5651	1.6742	2.4988	4.1717	0.0	0.0	3.3479	0.0	74.4273	14.9437	4.9947	6.6621	22.3818	5.8142	11.6499	9.164	0.0	2.4988	0.8248	0.0	0.0	3.3232
PWY-5654	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.6281	0.0	0.0	0.0	15.8066	0.0	1.9783	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5655	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.917	0.0	0.0	0.0	23.4939	0.0	3.6815	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5659	12007.4647	11278.3865	11204.2479	11225.4202	10002.4905	9503.8115	10695.0126	9771.9396	9497.8624	9887.818	10344.6337	10009.4236	10092.4098	10307.6334	10687.2091	11221.2428	11236.2118	11306.0625	11209.7172	11178.2161	11098.0442
PWY-5667	16055.9957	16480.4488	16326.8407	16370.6178	13075.9505	12436.6772	14163.3317	13654.0162	15218.9718	16250.2642	17006.5952	15685.7511	16096.5083	14766.6215	17855.5365	20255.2018	19950.7871	20275.9626	19905.1047	21016.9848	18774.0697
PWY-5676	3523.4156	4522.6714	4089.6515	4163.187	3492.334	3134.4745	3489.8671	918.365	1675.4555	1551.8251	1332.7018	1980.3652	2091.1687	1435.9133	1801.746	2053.0641	2114.2926	2044.2819	1817.8304	1181.8553	1836.5086
PWY-5686	12477.9589	12607.0208	12483.5434	12543.8608	10641.6446	10284.7484	11587.7757	11355.3642	10724.588	11246.1575	11646.4552	11375.5964	11351.8277	11683.1024	12343.5795	13110.4182	13122.636	13128.7336	13088.5117	13068.7908	12981.3353
PWY-5695	13005.0452	13465.7098	13177.0759	13156.003	10740.0195	10156.463	11336.6972	11290.035	11713.5545	13222.277	13110.2661	13074.8384	13739.0853	11952.709	16573.6773	19727.0145	19328.4508	19256.3947	19953.7463	21218.5136	18810.4409
PWY-5705	107.8515	147.2776	155.725	112.2755	887.9245	986.9502	469.7057	361.5527	344.2998	248.076	182.3244	37.4622	30.4512	54.0561	36.1455	5.0581	4.3985	12.5285	8.5345	5.0584	34.0365
PWY-5741	7384.9937	7632.5371	7152.1557	7302.7707	6607.01	6510.0769	7295.9707	2309.7265	3151.1906	2776.0999	2759.4298	3841.4716	3531.798	4513.938	1708.7871	705.6354	748.5301	739.4116	681.6514	545.9116	774.095
PWY-5747	756.9409	468.537	606.9346	643.9742	1108.6838	1124.661	1013.5759	601.1193	542.0969	351.0015	267.8535	278.0559	112.7555	465.1377	532.6783	60.1486	50.7203	41.179	53.2856	29.1972	105.8233
PWY-5837	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.829	0.0	0.0	0.0	28.8208	0.0	3.3785	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5838	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.9407	0.0	0.0	0.0	96.7882	0.0	11.5616	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5840	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	96.5028	0.0	11.559	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5855	10383.6202	10492.0843	10402.592	10458.4156	8923.6475	8491.0662	9537.1223	6499.928	8495.829	8689.4636	9351.2223	9139.8804	8964.6485	9168.7835	8245.7215	9124.2329	8937.9017	9430.5447	8650.4991	9424.5859	7732.4822
PWY-5856	10383.6202	10492.0843	10402.592	10458.4156	8923.6475	8491.0662	9537.1223	6499.928	8495.829	8689.4636	9351.2223	9139.8804	8964.6485	9168.7835	8245.7215	9124.2329	8937.9017	9430.5447	8650.4991	9424.5859	7732.4822
PWY-5857	10383.6202	10492.0843	10402.592	10458.4156	8923.6475	8491.0662	9537.1223	6499.928	8495.829	8689.4636	9351.2223	9139.8804	8964.6485	9168.7835	8245.7215	9124.2329	8937.9017	9430.5447	8650.4991	9424.5859	7732.4822
PWY-5861	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.3028	0.0	0.0	0.0	64.7415	0.0	7.7108	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5863	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.6606	0.0	0.0	0.0	32.9061	0.0	3.8608	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5897	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.4543	0.0	0.0	0.0	84.941	0.0	10.1192	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5898	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.4543	0.0	0.0	0.0	84.941	0.0	10.1192	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5899	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.4543	0.0	0.0	0.0	84.941	0.0	10.1192	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5910	135.0505	162.743	182.3567	148.537	298.622	718.9005	558.5186	0.0	0.0	3.3432	0.0	1481.5862	1875.2636	2108.3599	1.6422	0.0	0.0	9.2424	1619.6095	1474.3022	1974.1775
PWY-5913	1990.2039	3166.8902	2550.861	2555.7755	2614.769	3531.697	2749.296	8294.2372	4487.4487	5014.3219	3734.4829	6328.7863	5874.4845	7862.4901	6361.3124	5188.563	5492.3261	4573.8853	4744.765	3617.8829	6134.224
PWY-5918	2878.6207	1993.1219	2388.7033	2611.1439	2923.8452	2857.8488	3243.3176	7919.377	4144.2318	4532.4218	3332.8982	3861.7437	2811.2163	4788.1099	6763.529	6093.1697	6396.6095	5491.7919	5590.352	3675.9281	6761.9571
PWY-5920	10244.5169	10254.2254	10093.882	10102.5527	8497.4833	7873.8706	8980.5945	8054.9706	8855.8997	9248.6548	9680.6235	9223.7402	8976.8002	9275.3193	9631.0028	10264.3894	10211.5897	10434.8902	9848.9968	10153.3093	9311.3217
PWY-5973	20058.6152	20245.01	20331.5467	20672.8661	15710.8121	14235.727	18160.799	14635.0852	14592.138	15074.4183	15478.8235	15519.0654	15645.5631	15551.0592	15628.7412	16453.5549	16457.7158	16567.5081	17003.0839	17336.1625	16729.8296
PWY-5989	16164.5437	16081.5666	15774.7214	15677.6949	13000.8694	11833.8389	13511.0893	9801.5223	13007.5594	13049.2639	14070.9677	13177.9451	13394.2537	12576.4782	13102.6037	13673.4606	13491.5317	14051.145	13668.7675	14810.5657	12370.0467
PWY-6107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	353.2505	769.303	704.1906	587.6059	905.2578	950.6327	643.4067	0.0	0.0	0.66	0.165	0.165	0.0	0.0
PWY-6121	12042.4535	12167.5758	12041.5521	12098.2281	10327.5982	9969.5705	11214.9145	11110.9386	10728.861	11189.1553	11551.9314	11401.2683	11421.4222	11865.6554	11892.2527	12633.208	12639.2502	12657.0695	12703.8764	12697.9124	12606.9769
PWY-6122	12481.9979	12619.0237	12493.6053	12548.4156	10675.669	10374.8923	11665.2122	11133.1608	10686.2616	11224.9553	11637.9144	12219.8888	12341.0615	12859.1916	12184.337	13054.4247	13056.4112	13074.2824	13237.5353	13235.8239	13136.0076
PWY-6123	10438.2673	10550.1839	10450.9812	10493.6348	8971.2171	8780.3343	9816.9863	9475.4267	8949.4302	9382.655	9713.715	9803.9238	9914.1462	10200.0655	10287.405	10925.31	10935.64	10941.6899	11244.1633	11214.4145	11217.9737
PWY-6125	11964.3376	12114.0768	11976.3301	12038.6696	10235.2058	9870.3865	11088.5236	10698.7938	10329.1191	10806.569	11218.5168	10685.6577	10601.9629	10838.6956	11804.5061	12552.6362	12548.5148	12586.8693	12331.0166	12392.4515	12110.772
PWY-6126	13252.0546	13312.0676	13152.6418	13213.7058	11298.3228	10936.592	12299.1144	11371.9374	10864.5653	11346.9796	11797.636	11525.4624	11533.6257	11854.744	12493.5925	13211.445	13225.5742	13236.632	13233.7526	13204.2916	13140.0972
PWY-6147	10267.9492	10477.2873	10342.8279	10358.6588	9021.0239	8798.7949	9630.6951	9610.9254	9051.57	9451.6164	9768.1613	9566.0067	9525.8878	9861.9363	10432.7086	11285.1942	11288.2307	11208.3577	11157.1679	11038.2093	11172.4789
PWY-6151	3300.4732	4264.96	4355.1914	4381.1411	3181.7789	2889.3847	3084.0578	1507.7511	1392.7306	1199.0826	946.4126	2450.0693	2145.2381	2554.9344	226.9932	63.592	95.9383	106.2673	82.1982	116.7364	230.636
PWY-6163	11029.0626	11175.4935	11110.1573	11187.7096	9300.7627	8838.3726	10220.0131	9596.053	9028.7526	9432.5606	9762.3918	9585.4159	9539.1697	9845.9805	10374.393	10941.7809	10957.4083	10957.9369	10946.5472	10927.0805	10866.8011
PWY-621	2521.4247	3218.7047	3176.9153	3085.0107	1278.6524	1301.7565	1215.353	2828.6286	5670.242	6499.0698	6865.2104	5327.628	6006.6528	3305.4363	6839.7756	9243.3607	8852.672	9273.4317	8981.5013	10557.6504	7558.4674
PWY-6210	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.6281	0.0	0.0	0.0	15.8066	0.0	1.9783	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6263	461.3054	356.8561	454.2144	453.3482	177.4892	32.786	700.4517	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6269	2073.6979	3409.0737	3385.6913	3559.658	2976.226	3789.6382	3897.6125	832.0935	632.699	752.5789	598.4463	3626.8036	3666.2375	4332.3365	12.4377	5.3309	3.5455	7.9678	1472.7048	1378.4815	1669.3826
PWY-6277	12481.9979	12619.0237	12493.6053	12548.4156	10675.669	10374.8923	11665.2122	11133.1608	10686.2616	11224.9553	11637.9144	12219.8888	12341.0615	12859.1916	12184.337	13054.4247	13056.4112	13074.2824	13237.5353	13235.8239	13136.0076
PWY-6282	16063.5845	15897.279	15633.2618	15533.4297	12792.5487	11603.074	13295.9769	9798.136	13230.8733	13353.3268	14602.6555	13208.2213	13408.7564	12457.3642	13578.5116	14535.5122	14268.3176	15034.3567	14151.06	15633.8901	12577.2928
PWY-6317	385.0977	377.2959	451.1429	397.3092	1119.8561	1322.4647	1005.2823	1587.2664	757.7965	577.3411	466.843	1647.7866	2012.5875	2266.5146	75.8182	10.1064	11.4634	28.9559	1905.1226	1675.5567	2221.5783
PWY-6353	11214.8169	11933.1391	11440.4708	11322.5725	8428.1702	7672.6524	8942.7122	7649.5164	9440.3532	10564.0429	10581.9243	11146.7835	11731.4836	10315.1246	12151.5019	13990.2479	13646.3418	13892.0057	14941.4599	16107.2516	13982.6608
PWY-6385	9769.871	9942.606	9708.6574	9745.1322	8143.3222	7645.5595	8744.1021	9394.8192	8708.4568	9224.0962	9269.1661	9106.8331	9060.9556	9369.8552	10129.6674	10733.1743	10727.7262	10659.965	10774.1311	10782.219	10717.7481
PWY-6386	9745.5235	9922.2333	9683.1227	9719.0371	8114.4195	7610.8488	8709.9308	9381.5106	8664.6479	9191.1108	9230.2079	9040.889	8990.1902	9325.0494	10126.5962	10731.3904	10724.662	10655.0907	10773.3818	10784.1559	10717.9923
PWY-6387	10441.0286	10538.4983	10430.2881	10482.2668	8954.7496	8651.3327	9725.9903	9593.1222	9117.9743	9567.5936	9863.8178	9633.9295	9624.1726	9921.7331	10308.2776	10963.4095	10969.9528	10982.4751	10977.3919	10970.1308	10895.1293
PWY-6467	15880.69	16247.42	15645.23	15574.89	12476.17	11616.18	13114.76	11267.93	12024.15	13069.12	13758.11	12986.14	12966.68	12205.41	15649.9	16012.97	15763.31	16450.02	15914.28	17481.19	14237.18
PWY-6505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.8006	0.0	0.0	0.0	0.0	0.0	2.8176	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6507	2456.4209	2995.4763	3041.6627	3032.6134	2651.3243	2409.7559	2725.6595	838.9166	638.4612	454.9622	401.4554	1417.2213	1699.666	1788.2252	459.2977	480.6745	394.5318	479.8827	1313.298	1221.6796	1583.5808
PWY-6519	5080.7409	6337.3441	6408.2352	6713.2042	6383.0838	6652.3667	7051.7914	3199.3742	2526.7348	1875.4332	1615.3382	1497.878	708.9647	1911.5535	2630.7535	5292.05	5262.7989	4246.6015	3612.8738	2091.1369	4779.7476
PWY-6545	6729.3419	7929.0298	7517.3852	7560.8975	4650.8594	5280.7157	5692.6564	4896.3109	7442.7148	8130.1094	8568.3345	7872.5587	8529.9459	6715.14	9117.2745	10541.6162	10340.7903	10574.8299	10769.421	11392.3245	10145.4973
PWY-6562	0.0	0.0	0.0	0.0	0.0	0.0	0.0	478.2215	772.8728	743.3193	615.4692	1185.0376	1201.279	941.8586	0.0	0.0	1.0513	0.2636	0.2638	0.0	0.0
PWY-6581	2105.0	3086.67	2743.0599	2820.495	1676.45	1506.9947	2011.835	451.7687	397.7969	419.2536	359.8795	1871.8135	1579.1912	2364.4481	649.0	277.0	278.5498	277.385	285.065	249.66	352.67
PWY-6588	0.0	0.0	0.0	1.3342	0.0	0.0	0.0	227.7344	229.4173	123.482	98.0298	1103.31	1329.7289	1223.7379	0.0	0.0	1.7595	0.44	0.44	0.0	0.0
PWY-6608	12051.7494	12917.1024	12424.2996	12310.8653	8309.8585	7473.8752	9035.6238	10690.6638	11447.7191	13222.277	13110.2661	13074.8384	13739.0853	11506.0622	16573.6773	19727.0145	19328.4508	19256.3947	19953.7463	21218.5136	18810.4409
PWY-6609	8640.4847	8991.7176	8591.4487	8585.8387	6094.8503	5485.57	6591.1568	8584.2007	7771.6455	8767.4737	8373.96	8559.0079	8680.9831	8158.5674	11227.2499	12565.6627	12444.3434	12053.3653	12652.0723	12855.7556	12503.589
PWY-6612	8301.6776	7652.4653	7637.4875	7549.7969	7495.8845	7118.4903	7695.2224	6496.8731	6032.6547	5972.5466	5617.8926	7358.0493	7008.5141	8327.3955	4323.9024	2139.2727	2097.7727	2151.3644	4391.6221	3745.9472	5007.2166
